row_no,item_code,description,qty,rate,amount,gst,total,_source_file,_folder,_project,unit,unit_2
5,WHITE OIL PAINT 4L,OIL-PAINT-W,,1554.0,59518.2,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,PKR 38,
6,MARBLE WHT,MRB-IMP,,691.0,179936.4,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,260.4,
7,PLY-MR12,ply_mr_12mm,,2131.0,704082.4,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,330.4,
8,WIR-CP3,WIR-CP3,,58.0,8282.4,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,142.8,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,TARIQ,,,,,,,purchase_bills\SATTI_MALL_Bill_10_BILL11449.xlsx,purchase_bills,SATTI_MALL,,
BILL16990   Green Marble & Granite   2007/03/17,,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
1,CBL-ARM95,ARMD-CBL-95,421.8,880.0,,,371184.0,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
2,RETI (RIVER),Sand (Fine),,37.0,9190.8,1562.44,10753.0,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
3,ALU-WIN4,ALM-W4,391.5,14786.0,5788719.0,,5788719.0,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
4,COPWIRE3,3/0.029 Copper Wire,381.2,54.0,20584.8,3499.42,24084.22,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
5,GRAVEL-3/4,GRAVEL-3/4,431.8,48.0,20726.4,,20726.4,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
,,,,,6215466.86,,,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL16990.xlsx,purchase_bills,SATTI_MALL,,
Bill No: BILL/12/329,,Date: 2006/11/22,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
Vendor: Super Steel & Iron Works,PROJECT: SATTI_MALL,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
PO Ref: PO-PLZ-5247,,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
1,SAN-WC,WC-STD,331/-,13307.0,4404617.0,,4404617.0,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
2,"A.WIN 4""",Alum Window 4ft,274.1,15765.0,4321186.5,734602.0,5055788.21,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
3,GRAVEL-3/4,AGG-CRS34,325.3,47.0,15289.1,,15289.1,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
4,WIR-COP-3,3/0.029 Copper Wire,133.1,55.0,7320.5,1244.49,8564.99,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
,,,,,9484259.3,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_11_BILL_12_329.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL07303,Vendor:,Fazal Bricks & Tiles,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
Project,SATTI_MALL,Date:,27-Jul-2006,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
1,"G.I.PIPE 2""",gi_pipe_2inch,217.6,264.0,57446.4,9765.89,67212.29,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
2,TILE-12X12,TILE-12X12,102.6,75.0,7695.0,,7695.0,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
3,SND-RVR,SAND-RIVER,179.2,35.0,6272.0,1066.24,7338.24,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
4,CBL-ARM95,ARMD-CBL-95,62.9,818.0,51452.2,8746.87,60199.07,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
5,W.C. STD.,SAN-WC,279.7,12461.0,3485342.0,592508.09,4077850.0,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
6,"G.I.PIPE 1""",gi_pipe_1inch,255.2,180.0,45936.0,,45936.0,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
7,STL-RB12,REBAR-12MM,21.2,119.0,2522.8,428.88,2951.68,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
8,OIL-PAINT-W,paint_oil_w,PKR 412,1728.0,712800.0,,712800.0,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
9,WIRE_3029,WIR-CP3,152.4,63.0,9601.2,1632.2,11233.4,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
10,BRICKS_A,Red Brick A-Grade,346.1,15516.0,5370087.6,,5370087.6,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
,,,,,10363303.07,,,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,TARIQ,,,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL07303.xlsx,purchase_bills,SATTI_MALL,,
BILL/11/834   Tariq & Sons Electricals   30-Jun-2006,,,,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,,
1,,"G.I.Pipe 2""",PIP-GI2,,83750.4,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,290.8,288
2,,coarse agg,"C.Agg 3/4""",,8847.0,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,142.7,62
3,,ply_mr_12mm,12mm MR Plywood Sheet,,797056.4,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,366.8,"2,173/-"
4,,Ready Mix M20,CNC-M20,,99460.2,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,249.9,398.0
5,,"Tile 12x12""",Ceramic Floor Tile 12x12,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,PKR 28,88
,,,,,1024201.86,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,,Grand Total:
,,,,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,,Payment Status:
Prepared by:,,Kamran,,,,,,purchase_bills\SATTI_MALL_Bill_12_BILL_11_834.xlsx,purchase_bills,SATTI_MALL,,
"BILL/13/721   Metro Plumbing Supplies   February 21, 2007",,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
1,ENAMEL WH.,Oil Paint (White) 4Ltr,366.8,1778.0,652170.4,,652170.4,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
2,GLS-CLR6,Clear Glass 6,137.9,242.0,33371.8,5673.21,39045.01,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
3,ALM-WIN-4,"A.Win 4""",393,14324.0,5629332.0,956986.44,6586318.44,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
4,PLY-MR12,ply_mr_12mm,154/-,2447.0,377817.0,,377816.8,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
5,STL-RB-12,rebar 1/2 inch,314.7,139.0,43743.0,,43743.3,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
6,TOILET_STD,SAN-WC,262.1,12294.0,3222257.4,547783.76,3770041.16,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
7,TIL-CER-12,"Tile 12x12""",403.9,75.0,30292.5,5149.73,35442.23,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
,,,,,11504577.0,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_13_BILL_13_721.xlsx,purchase_bills,SATTI_MALL,,
Invoice #,BILL/15/360,Vendor:,,,,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,Karachi Sanitary Depot,
Project,SATTI_MALL,Date:,,,,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,05.12.2006,
1,COPWIRE3,CopWire3,,53.0,5215.2,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,98.4,
2,PIP-GI1,"G.I.Pipe 1""",,157.0,50381.3,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,PKR 321,
3,GENERATOR 25KVA,25KVA Genset,,1002138.0,186297454.0,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,185.9,
,,,,,186353050.7,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,ASIF,,,,,,,purchase_bills\SATTI_MALL_Bill_14_BILL_15_360.xlsx,purchase_bills,SATTI_MALL,,
BILL16294   Green Marble & Granite   2007/09/26,,,,,,,,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
1,GLS-CLR-6,6mm Clear Glass,355.4,233.0,82808.2,14077.39,,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
2,REBAR-16MM,S.Bar 16mm,443.8,151.0,67014.0,11392.35,78406.15,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
3,COPPER WIRE 3/.029,CopWire3,183.3,55.0,10081.5,1713.86,11795.36,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
4,RIVER_SAND,River Sand,26.8,39.0,,177.68,1222.88,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
,,,,,188309.98,,,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
,,,,,,,,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_MALL_Bill_15_BILL16294.xlsx,purchase_bills,SATTI_MALL,,
BILL/14/938   Karachi Sanitary Depot   15-Jan-2013,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
1,GI PIPE 1IN,GalvPipe-1,PKR 421,200.0,84120.0,,84120.0,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
2,ARM_CABLE_95,CBL-ARM95,212.8,968.0,205990.0,,205990.4,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
3,"G.I.PIPE 2""",GalvPipe-2,448.3,306.0,137179.8,,137179.8,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
4,AGG-CRS-34,Bajri 3/4,332.9,49.0,16312.1,2773.06,19085.16,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
5,STL-RB12,12mm Steel Rebar,472.1,116.0,54763.6,,54763.6,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
6,GLASS-6MM,GLS-CLR6,229/-,218.0,49856.6,,49856.6,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
7,CNC-M20,RMC-M20,78.4,447.0,35044.8,,35044.8,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
8,ALUM WINDOW 4FT,Alum Window 4ft,280.2,14718.0,4123983.6,701077.0,4825060.81,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
9,BRK-A,Class A Brick,189.3,14547.0,2753747.1,,2753747.0,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
10,WIRE_7029,Copper Wire 7/.029,405.6,83.0,33664.8,,33665.0,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,8198513.07,,,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_01_BILL_14_938.xlsx,purchase_bills,SATTI_PLAZA,,
Bill No: BILL-14-700,,Date: 19-Mar-2012,,,,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: Fazal Bricks & Tiles,PROJECT: SATTI_PLAZA,,,,,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-PLZ-3617,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
1,ARM_CABLE_95,CBL-ARM95,19.5,929.0,18115.5,3079.64,21195.14,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
2,ALM-W4,"A.Win 4""",124.4,14647.0,1822086.8,,1822086.8,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
3,WHITE OIL PAINT 4L,OIL-PAINT-W,467.9,2065.0,966213.5,164256.3,1130469.8,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
4,GENSET-25,Generator 25KVA,284,967986.0,274908024.0,46734364.08,321642388.08,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
5,PLY-MR12,MR Ply 12,113.3,2217.0,251186.1,42701.64,293887.74,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
6,GI PIPE 1IN,"1"" GI Pipe",15.8,185.0,2923.0,,2923.0,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
7,"C.AGG 3/4""",Bajri 3/4,295.1,52.0,15345.2,2608.68,17953.88,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
8,CEM_OPC_50,OPC 50 KG,348.3,1072.0,,,373377.6,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
9,STL-RB12,STL-RB12,365.8,148.0,54138.4,,54138.0,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
10,RIVER_SAND,SND-RV,321.6,31.0,9969.6,1694.83,11664.43,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,325370084.87,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_02_BILL-14-700.xlsx,purchase_bills,SATTI_PLAZA,,
Bill No: BILL-12-215,,"Date: August 17, 2011",,,,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: Tariq & Sons Electricals,PROJECT: SATTI_PLAZA,,,,,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-PLZ-4305,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
1,CEM_OPC_50,OPC Cement 50kg Bag,218.5,994.0,217189.0,,217189.0,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
2,ARM_CABLE_95,AC-95sq,463.2,860.0,398352.0,,398352.0,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
3,CNC-RDY-M20,RMC-M20,6.9,368.0,2539.0,,2539.2,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
4,PLY-MR-12,Plywood 12mm MR,422.7,2074.0,876680.0,149035.57,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
5,ALU-WIN4,ALM-W4,225.7,13470.0,3040179.0,516830.43,3557009.43,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,5200805.0,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,NASIR,,,,,,,purchase_bills\SATTI_PLAZA_Bill_03_BILL-12-215.xlsx,purchase_bills,SATTI_PLAZA,,
"BILL/16/063   Pioneer Generators Ltd   June 01, 2013",,,,,,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,,
1,"G.I.PIPE 1""",PIP-GI1,,187.0,93238.2,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,498.6,
2,BAJRI 3/4,coarse agg,,52.0,10488.4,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,201.7,
3,STEEL BAR 16,rebar 5/8 inch,,125.0,7587.5,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,60.7,
4,SAN-WC-STD,WC-STD,,13926.0,6049454.4,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,434.4,
5,CEM-OPC50,CEMENT-50,,984.0,201228.0,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,204.5,
6,PLY-MR-12,ply_mr_12mm,,2047.0,491689.4,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,240.2,
,,,,,6940346.01,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,KAMRAN,,,,,,,purchase_bills\SATTI_PLAZA_Bill_04_BILL_16_063.xlsx,purchase_bills,SATTI_PLAZA,,
BILL/12/998   Karachi Sanitary Depot   2013/09/24,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
1,STL-RB-16,S.Bar 16mm,,135.0,2713.5,461.3,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
2,ENAMEL WH.,Enamel Wh.,49.7,1545.0,76786.5,13053.71,89840.21,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
3,GALVPIPE-1,"G.I.Pipe 1""",259.1,200.0,51820.0,,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
4,WIR-CP7,WIRE-7/029,306.1,108.0,33058.8,,33058.8,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
5,MRB-IMP,White Marble Imp.,154.6,684.0,105746.4,,105746.4,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
6,TOILET_STD,W.C. Std.,298.9,11685.0,3492646.5,,3492646.5,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
7,GALVPIPE-2,GalvPipe-2,476.3,324.0,154321.0,26234.6,180555.8,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
8,GENSET-25,gen_25kva,74.3,814755.0,60536296.5,10291170.41,70827466.91,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
9,CBL-ARM95,ARMD-CBL-95,364.6,779.0,284023.4,48283.98,332307.38,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
10,MR PLY 12,PLY-MR12,150.4,2181.0,328022.4,,328022.4,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,75444639.2,,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,TARIQ,,,,,,,purchase_bills\SATTI_PLAZA_Bill_05_BILL_12_998.xlsx,purchase_bills,SATTI_PLAZA,,
BILL/12/431   Hafiz Glass & Aluminum   07-Feb-2013,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,,
1,GI PIPE 1IN,GalvPipe-1,,157.0,14805.0,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,94.3,
2,PLY-MR12,PLY-MR12,,1975.0,573342.5,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,290.3,
3,COMMODE STANDARD,Commode Standard,,10766.0,2096140.2,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,194.7,
4,GLS-CLR6,6mm Clear Glass,,228.0,77520.0,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,340,
5,COARSE AGG,GRAVEL-3/4,,60.0,5262.0,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,87.7,
,,,,,3140003.44,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,,
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,,
Prepared by:,TARIQ,,,,,,,purchase_bills\SATTI_PLAZA_Bill_06_BILL_12_431.xlsx,purchase_bills,SATTI_PLAZA,,
Bill No: BILL13769,,,Date: 03-03-2012,,,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,
Vendor: Tariq & Sons Electricals,,Project: SATTI_PLAZA,,,,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,
PO Ref: PO-PLZ-413,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,
1,,CBL-ARM95,AC-95sq,,249690.0,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,344.4,725
2,,Copper Wire 7/.029,7/0.029 Copper Wire,,25303.6,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,258.2,98
3,,al_window_4,ALM-W4,,2570295.4,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,182.2,14107
4,,AGG-CRS34,Coarse Aggregate 3/4 inch,,542.4,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,11.3,48
,,,,,3329623.0,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,Grand Total:
,,,,,,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,Payment Status:
Prepared by:,,Tariq,,,,,,purchase_bills\SATTI_PLAZA_Bill_07_BILL13769.xlsx,purchase_bills,SATTI_PLAZA,,
