row_no,item_of_work,unit,qty,rate,amount,remarks,_source_file,_folder,_project
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C002_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C003-01,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,25-Jan-2014,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Plumbing,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,1856287.23,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,Flooring,sft,1896.8,,2921072.0,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,PCC 1:4:8,cft,4721.1,121.0,571253.1,Verified,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,1941.6,447.0,867895.2,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Plastering,sft,79.8,187.0,14922.6,Disputed,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,105910.89,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,435903.77,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,10591.09,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,95319.8,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C003-02,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,24.05.2013,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Plumbing,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,3891084.28,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Brick Masonry,cft,451.4,2423.0,1093742.2,Verified,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,RCC M20,cft,2778.5,835.0,2320047.5,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Electrical Wiring,point,4775.2,1358.0,6484721.6,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Flooring,sft,3117.6,1049.0,3270362.4,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,PCC 1:4:8,cft,2858.8,982.0,2807341.6,As per BOQ,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
6,Plumbing Fixture,nos,4812.4,740.0,3561176.0,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
7,Excavation,cft,1186.9,652.0,773859.0,As per BOQ,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,283838.06,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1073164.37,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,28383.81,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,255454.25,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C003-03,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Date:,2011/05/28,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Rehman Plumbing Works,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Plumbing,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,5920999.73,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
1,Door Frame,nos,4811.8,206.0,991231.0,Verified,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
2,Plastering,sft,PKR 120,1759.0,211783.6,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
3,Flooring,sft,1538.7,264.0,406216.8,Verified,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
4,Window Frame,nos,1862.4,984.0,1832601.6,As per BOQ,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
5,Painting,sft,4351.9,727.0,3163831.3,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
6,Electrical Wiring,point,1930.2,2336.0,4508947.2,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
7,Plumbing Fixture,nos,1246.6,2248.0,2802356.8,Verified,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
8,Brick Masonry,cft,1075.3,2034.0,2187160.2,Disputed,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,624483.34,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2979077.48,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,62448.0,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,562035.01,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C003_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C004-01,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,01-10-2014,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Finishing,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,14132126.88,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,Excavation,cft,3460.6,1057.0,3657854.2,Disputed,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,PCC 1:4:8,cft,669,1103.0,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,"PKR 4,556",1632.0,7435392.0,As per BOQ,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Brick Masonry,cft,4662.8,204.0,951211.2,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,Painting,sft,4604.7,1235.0,5686804.0,As per BOQ,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
6,Electrical Wiring,point,3316.2,2366.0,7846129.2,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
7,Plumbing Fixture,nos,625.9,2300.0,1439570.0,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,8131147.0,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,265631.53,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2390683.77,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C004-02,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,03-09-2013,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Noor Finishing & Interior,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Finishing,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,5590434.18,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Electrical Wiring,point,1443.8,2140.0,3089732.0,As per BOQ,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Brick Masonry,cft,1135.3,605.0,686856.5,Disputed,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Window Frame,nos,4537.9,1401.0,6357597.9,Disputed,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,RCC M20,cft,,1289.0,789899.2,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Excavation,cft,632.2,1021.0,645476.2,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,929883.85,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,603332.45,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,92988.39,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C004_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C005-01,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,"January 04, 2014",,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,10160199.3,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,RCC M20,cft,TBD,1597.0,7911857.4,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,Painting,sft,4107.1,1564.0,6423504.4,Disputed,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Window Frame,nos,4486.5,1986.0,8910189.0,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Plumbing Fixture,nos,1365.1,1725.0,2354797.5,Disputed,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,Electrical Wiring,point,1153.3,1419.0,1636532.7,As per BOQ,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
6,Flooring,sft,3303.4,588.0,1942399.0,Verified,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1170569.47,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,5987102.27,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,117056.95,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1053512.52,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C005-02,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,08-Aug-2011,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Baig Steel Fabricators,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Steel/Metal,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,5050549.06,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Electrical Wiring,point,4026.2,197.0,793161.0,As per BOQ,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Painting,sft,799.9,87.0,69591.0,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Door Frame,nos,375.7,544.0,204380.8,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Window Frame,nos,2664.6,1636.0,4359285.6,As per BOQ,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,RCC M20,cft,2137.5,2238.0,4783725.0,As per BOQ,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,613245.67,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,978767.09,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,61325.0,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,551921.1000000001,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C005_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-01,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Date:,22-Mar-2014,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,8254094.8,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
1,PCC 1:4:8,cft,"PKR 2,935",912.0,2676355.2,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
2,RCC M20,cft,2819.6,1167.0,3290473.2,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
3,Excavation,cft,4841.2,1187.0,5746504.4,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
4,Electrical Wiring,point,2866.3,1503.0,4308049.0,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
5,Window Frame,nos,"PKR 1,744",1742.0,3038571.0,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1087101.38,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2745378.18,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
,,,,,978391.2399999999,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_01.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-02,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Date:,2013/05/30,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,14638246.67,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
1,Plastering,sft,2075.6,1115.0,2314294.0,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
2,Window Frame,nos,"1,544/-",681.0,1051395.9,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
3,Electrical Wiring,point,3021.4,649.0,1960888.6,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
4,Painting,sft,2259.9,605.0,1367239.5,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
5,Plumbing Fixture,nos,,1764.0,7383222.0,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
6,Brick Masonry,cft,3031.1,1219.0,3694910.9,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
7,RCC M20,cft,4412.9,1477.0,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
8,Flooring,sft,"3,804/-",,4343711.2,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,2085493.51,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,5789901.05,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,208549.35,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1876944.16,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_02.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-03,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Date:,24/07/13,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,5872888.38,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
1,Painting,sft,3143.7,2107.0,6623775.9,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
2,Window Frame,nos,3051.3,2364.0,7213273.2,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
3,Flooring,sft,"1,989/-",592.0,1177369.6,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
4,Brick Masonry,cft,1490.2,,745100.0,As per BOQ,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
5,RCC M20,cft,1250.8,810.0,1013148.0,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
6,Plastering,sft,1167.6,1154.0,1347410.4,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
7,Electrical Wiring,point,2706,119.0,322014.0,Verified,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,809523.44,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,1942941.42,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,80952.34,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
,,,,,728571.1,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Prepared:,,Checked:,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_03.xlsx,contractor_bills,SATTI_PLAZA
Bill No:,RB-SAT-C006-04,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Date:,"July 12, 2011",,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Project:,SATTI_PLAZA,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contractor:,Qamar Civil Engineers,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Scope:,Civil Works,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
Contract Value:,2718364.26,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
WORK DONE THIS PERIOD,,,,,,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
1,Painting,sft,3121.8,623.0,1944881.4,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
2,RCC M20,cft,4390.3,613.0,2691253.9,,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
3,Brick Masonry,cft,623.1,2257.0,1406336.7,Disputed,contractor_bills\SATTI_PLAZA_C006_RunBill_04.xlsx,contractor_bills,SATTI_PLAZA
